,language_pair,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,plain Levenshtein,DNN_logits,MBERT_cos_sim,XLM_cos_sim,label
371,All_languages,produksi,produktief,produksi,proːdʏktiːf,production,productive,3,1.0254041999999999,0.7733897566795349,0.6821460723876953,hard_negative
372,All_languages,variasi,farmacie,fariasi,fɑrmaːsiːeː,variation,pharmacy,4,1.8567796000000003,0.8276621699333191,0.6549975275993347,hard_negative
373,All_languages,af,aap,af,aːp,of,You,2,2.3157457999999997,0.821771502494812,0.5615294575691223,hard_negative
374,All_languages,lokalisir,decaliter,lokalisir,dɛcaːliːtɛr,localisir,decaliter,5,0.103558674,0.9206820726394652,0.7272284626960754,hard_negative
375,All_languages,pabrik,papzak,pabrik,pɑpzɑk,factory,papzak,3,0.06431939,0.9111483693122864,0.6880141496658325,hard_negative
376,All_languages,kreatif,creatuur,krəatif,crɛaːtyːr,creative,creature,4,1.8956438000000002,0.8606901764869691,0.8452897667884827,hard_negative
377,All_languages,akronim,aquarium,akronim,ɑkʋaːrɪʏm,acronym,aquarium,5,3.4439452000000004,0.8767873048782349,0.638164758682251,hard_negative
378,All_languages,sirlak,sierlijk,sirlak,siːrlɛjk,sirlak,graceful,3,2.8863769,0.931848168373108,0.6065325736999512,hard_negative
379,All_languages,transito,transitie,transito,trɑnsiːtiːeː,transit,transition,2,4.1493187,0.8950339555740356,0.6967217326164246,hard_negative
380,All_languages,plot,blood,plot,ploːt,plot,blood,3,0.20203637,0.6378478407859802,0.6423089504241943,hard_negative
381,All_languages,kor,koer,kor,kuːr,kor,dog,1,-0.64204603,0.7218553423881531,0.7136781811714172,hard_negative
382,All_languages,indeks,insect,indəks,ɪnsɛct,index,insect,3,2.1531540000000002,0.39467325806617737,0.6743749380111694,hard_negative
383,All_languages,impresum,ampliatie,imprəsum,ɑmplɪaːtiːeː,print,extension,7,3.3770394,0.8357452154159546,0.6650391221046448,hard_negative
384,All_languages,dop,doop,dop,doːp,dop,baptism,1,0.668996,0.8884561657905579,0.6981830000877379,hard_negative
385,All_languages,enten,Ansen,əntən,ɑnsɛn,either,Ansen,2,0.6262768,0.7226596474647522,0.6572080254554749,hard_negative
386,All_languages,pris,bros,pris,prɔs,taken,bros,2,0.36576929999999996,0.834544837474823,0.7057405710220337,hard_negative
387,All_languages,huk,Hoek,huk,huːk,bang,Hoek,3,2.0094241999999998,0.714161217212677,0.7018265128135681,hard_negative
388,All_languages,asprak,aasvlieg,asprak,aːsvliːx,afspraak,vulture,6,0.8103435,0.8822807073593141,0.6938085556030273,hard_negative
389,All_languages,setek,stick,sətək,stɪk,hundreds,stick,3,1.436855,0.4482470750808716,0.6091409921646118,hard_negative
390,All_languages,administrasi,administrator,administrasi,ɑtmiːnɪstraːtɔr,administration,administrator,3,1.7576087,0.35026857256889343,0.6698678731918335,hard_negative
391,All_languages,yuris,Jordi,juris,jɔrdiː,juries,Jordi,4,0.45290455,0.7535936236381531,0.6905451416969299,hard_negative
392,All_languages,impresi,ampliatie,imprəsi,ɑmplɪaːtiːeː,impressions,extension,6,3.4416354,0.845892608165741,0.6354828476905823,hard_negative
393,All_languages,provinsi,professie,profinsi,proːfɛssiːeː,province,profession,4,2.8799539000000003,0.6843757629394531,0.6576262712478638,hard_negative
394,All_languages,bis,Biest,bis,biːst,bis,beast,3,0.3918408,0.6494925022125244,0.6015915870666504,hard_negative
395,All_languages,Les samurai,Les samoerai,ləs samurai,lɛs saːmuːɛrɑjiː,The samurai,The samoerai,2,-0.021940882999999998,0.906230628490448,0.9014310240745544,synonym
396,All_languages,fotografis,fotografies,fotoɡrafis,foːtɔxraːfiːs,photographic,pictures,1,0.33030263,0.9477151036262512,0.6871713995933533,hard_negative
397,All_languages,klasikal,klaslokaal,klasikal,klɑsloːkaːl,classical,classroom,3,-0.30888408,0.9108890891075134,0.7614052891731262,hard_negative
398,All_languages,informatif,informatica,informatif,ɪnfɔrmaːtɪcaː,informative,informatica,2,1.1619716999999998,0.8818139433860779,0.8351632356643677,hard_negative
399,All_languages,dak,zak,dak,zɑk,dak,zak,1,0.90228814,0.897240936756134,0.8105710744857788,hard_negative
400,All_languages,Jelek,Lelijk,d͡ʑələk,leːlɛjk,Signs,Ugly,3,2.5616243,0.9132744073867798,0.7087666988372803,synonym
401,All_languages,kenop,knoop,kənop,knoːp,knob,button,2,1.284812,0.8877608776092529,0.8019130825996399,hard_negative
402,All_languages,simbolis,symbolisme,simbolis,sjmboːlɪsmeː,symbol,symbolism,3,1.4526967,0.7974489331245422,0.6017809510231018,hard_negative
403,All_languages,nasionalisme,rationalisme,nasionalismə,raːtɪoːnaːlɪsmeː,nationalism,rationalism,2,7.2993703,0.8626430034637451,0.8956249952316284,hard_negative
404,All_languages,sinema,synode,sinəma,sjnoːdeː,cinema,synod,4,1.1086787,0.677728533744812,0.7109275460243225,hard_negative
405,All_languages,elektro,allegorie,ələktro,ɑjeːɣoːriːeː,electro,allegories,6,1.0325344,0.8666150569915771,0.7912986278533936,hard_negative
406,All_languages,Maladewa,Maritje,maladəwa,maːrɪtjeː,Maldives,Maritje,6,1.685804,0.5601173043251038,0.5893707275390625,hard_negative
407,All_languages,flora,Floor,flora,floːr,flora,Floor,3,1.7883296999999998,0.7759464383125305,0.6607934236526489,hard_negative
408,All_languages,sinus,cynisch,sinus,sjnɪs,sinus,cynical,5,1.8405879,0.807989776134491,0.6625052094459534,hard_negative
409,All_languages,berdalih,prevariate,bərdalih,preːvaːrɪaːteː,quibble,prevariate,8,1.5955362,0.8596811294555664,0.8008062839508057,synonym
410,All_languages,spiritus,sporadisch,spiritus,spoːraːdɪs,spirit,sporadically,6,0.93527204,0.7882111072540283,0.7772135138511658,hard_negative
411,All_languages,baut,boud,baut,bɑwt,builds,boud,2,2.5713958999999997,0.8511199355125427,0.7180772423744202,hard_negative
412,All_languages,kuintal,kwintet,kuintal,kʋɪntɛt,quintal,quintet,3,0.16229998,0.8766038417816162,0.8068845272064209,hard_negative
413,All_languages,legal,regel,ləɡal,reːɣɛl,legal,rule,2,1.4348296999999999,0.6943307518959045,0.7437146902084351,hard_negative
414,All_languages,misteri,Middelie,mistəri,mɪtdeːliːeː,mystery,Middelie,5,2.0042763,0.8649420142173767,0.7014277577400208,hard_negative
415,All_languages,radiotelegrafie,radiothérapeutique,radioteleɡrafie,ʀadjɔteʀapœtik,radio telegraphy,radiation therapy,10,1.721383,0.8321826457977295,0.7958346605300903,hard_negative
416,All_languages,ecologic,œcologique,ekolod͡ʒik,œkɔlɔʒik,ecologic,ecological,4,3.3990655,0.8657017946243286,0.6996169686317444,hard_negative
417,All_languages,Declara,Déclarer,deklara,deklaʀəʀ,declares,To announce,3,1.7290872,0.8405699133872986,0.7222836017608643,synonym
418,All_languages,atebrină,azétine,atebrinə,azetin,athebrine,azetine,5,1.8567078000000001,0.8373973965644836,0.5940108895301819,hard_negative
419,All_languages,Publica,Publier,publika,pybljəʀ,Publica,Publish,2,-0.19290516,0.9054972529411316,0.8582455515861511,synonym
420,All_languages,extraatmosferic,extrachromosomique,ekstraatmosferik,ɛkstʀaʃʀɔmɔzɔmik,extraatmosferic,extrachromosomique,10,1.123581,0.8708739876747131,0.8669477105140686,hard_negative
421,All_languages,interșcolar,intercéder,interʃkolar,ɛ̃tɛʀsedəʀ,interșcolar,intercede,4,0.87831295,0.8807125687599182,0.7138844728469849,hard_negative
422,All_languages,electrod,Électre,elektrod,elɛktʀ,electrode,Electra,3,1.3343333,0.7822332382202148,0.5736311674118042,hard_negative
423,All_languages,Condoleanţe,Condoléances,kondoleant͡se,kɔ̃dɔleɑ̃s,condolence,Condolences,3,4.3973093,0.8439918160438538,0.6487788558006287,synonym
424,All_languages,cupolă,coupelle,kupolə,kupɛl,dome,cup,4,0.6606225,0.8500775098800659,0.7329409718513489,hard_negative
425,All_languages,atavism,étatisme,atavism,etatism,atavism,statism,3,-0.29373294,0.8972479701042175,0.7319371104240417,hard_negative
426,All_languages,busculadă,bousculer,buskuladə,buskyləʀ,melee,hustle,4,0.15703464,0.8813434839248657,0.7191805243492126,hard_negative
427,All_languages,paricid,barégine,parit͡ʃid,baʀeʒin,paricid,baregine,5,0.4527804,0.7328953146934509,0.7519707083702087,hard_negative
428,All_languages,lombard,Lombarde,lombard,lɔ̃baʀd,lombard,Lombarde,2,5.634308,0.747750997543335,0.7443674802780151,hard_negative
429,All_languages,compacitate,convexité,kompat͡ʃitate,kɔ̃vəɡzite,compacitate,convexity,7,1.9908072,0.892378032207489,0.790256917476654,hard_negative
430,All_languages,heterotransplant,antimétabolite,heterotransplant,ɑ̃timetabɔlit,heterotransplant,antimetabolite,12,8.163723,0.8640282154083252,0.7938908934593201,hard_negative
431,All_languages,sarcomatos,sans commentaires,sarkomatos,sɑ̃s kɔmɑ̃tɛʀ,sarcomatos,No comments,10,2.4095025000000003,0.6841478943824768,0.5684077143669128,hard_negative
432,All_languages,rida,Risa,rida,ʀiza,rida,Risa,2,3.6359236000000004,0.8542879223823547,0.5146716237068176,hard_negative
433,All_languages,recupera,récupérer,rekupera,ʀekypeʀəʀ,recover,retrieve,4,7.1188135,0.8414981365203857,0.7435225844383241,synonym
434,All_languages,atavism,adamisme,atavism,adamism,atavism,adamism,3,3.4714464999999994,0.9206417798995972,0.6932499408721924,hard_negative
435,All_languages,"Determinat ,","Déterminé ,","determinat ,","detɛʀmine ,","Determined,","Determined ,",3,2.2836244,0.8744967579841614,0.7062129378318787,synonym
436,All_languages,Stearpă,Stérile,stearpə,steʀil,Barren,Sterile,5,1.0143493000000001,0.9038877487182616,0.6702783107757568,synonym
437,All_languages,Cenzură,Censure,t͡ʃenzurə,sɑ̃syʀ,Censorship,Censure,2,-0.010820686999999999,0.8962223529815674,0.612396240234375,synonym
438,All_languages,croat,Créole,kroat,kʀeɔl,croat,Creole,4,0.818383,0.8053609132766724,0.6710069179534912,hard_negative
439,All_languages,luxa,louba,luksa,luba,luxury,louba,2,0.27873057,0.8756059408187866,0.7545817494392395,hard_negative
440,All_languages,tineri,tendre,tineri,tɑ̃dʀə,young people,tender,3,-0.08817904,0.8815896511077881,0.839421272277832,synonym
441,All_languages,interpreta,interpréter,interpreta,ɛ̃tɛʀpʀetəʀ,interpreta,interpret,3,2.4644976,0.7798132896423341,0.4690029323101044,synonym
442,All_languages,livrabil,livrophile,livrabil,livʀɔfil,deliverable,livrophile,4,2.8740876,0.9274095892906188,0.6620609164237976,hard_negative
443,All_languages,Circula,Circuler,t͡ʃirkula,siʀkyləʀ,flow,Circulate,2,0.5625124,0.9175468683242798,0.8332850933074951,synonym
444,All_languages,cursier,pourpier,kursier,puʀpjəʀ,student,purslane,3,-0.3964498,0.8763649463653564,0.8182438611984253,hard_negative
445,All_languages,hematie,hématique,hematie,ematik,hemation,hematic,3,0.08532867,0.7091522812843323,0.7440707683563232,hard_negative
446,All_languages,retribuție,rétrocession,retribut͡sie,ʀetʀɔzɛsjɔ̃,remuneration,retrocession,8,1.2852290000000002,0.8597394227981567,0.6265979409217834,hard_negative
447,All_languages,pacifică,pacifier,pat͡ʃifikə,pazifjəʀ,Pacific,pacifier,2,2.3335035,0.9081019759178162,0.6720475554466248,synonym
448,All_languages,spectrometrie,spectromètre,spektrometrie,spɛktʀɔmə̀tʀ,spectrometrie,spectrometer,2,2.5410972000000003,0.9435564279556274,0.8073982000350952,hard_negative
449,All_languages,economie,économisme,ekonomie,ekɔnɔmism,economy,economism,3,0.13493297,0.7383034229278564,0.8591232895851135,hard_negative
450,All_languages,Permite,Permettre,permite,pɛʀmɛtʀ,Allows,To permit,3,0.49513029999999997,0.9019868969917296,0.7041539549827576,synonym
451,All_languages,amalgama,hébergement,amalɡama,ebɛʀʒəmɑ̃,amalgam,accommodation,9,3.0388486,0.7978895902633667,0.6491465568542479,hard_negative
452,All_languages,consacra,consacrer,konsakra,kɔ̃sakʀəʀ,dedicated,devote,2,-0.35653448,0.8865464329719543,0.9062625169754028,synonym
453,All_languages,balet,balise,balet,baliz,ballet,tag,3,-0.17009474,0.8970832824707031,0.6780710816383362,hard_negative
454,All_languages,bebe,buvant,bebe,byvɑ̃,bebe,drinking,5,1.2330363000000002,0.8967494368553162,0.6933807730674744,hard_negative
455,All_languages,polidactilie,paradactyle,polidaktilie,paʀadaktil,polidactilie,paradactyle,5,-0.00788521,0.8857042789459229,0.8211923241615295,hard_negative
456,All_languages,dicromatic,diplomatie,dikromatik,diplɔmati,dichromatic,diplomacy,3,3.9202576000000002,0.8581831455230713,0.5716816782951355,hard_negative
457,All_languages,claca,clac,klaka,klak,crack,clack,1,3.1051602000000003,0.968235731124878,0.6633703708648682,hard_negative
458,All_languages,anagogic,apagogique,anaɡod͡ʒik,apaɡɔʒik,anagogic,abductees,4,1.9579401,0.9264443516731262,0.7916625738143921,hard_negative
